ad_id,scraped_date,type,city,region,price,area,bedrooms,bathrooms,level_numeric,level_label,furnished
194321313,2026-05-10,duplex,Cairo,Mokattam,73000.0,300.0,3,3,0.0,Ground,yes
194269435,2026-05-10,studio,Giza,6th Of October,15000.0,105.0,1,1,,Highest,yes
194266494,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000.0,200.0,3,3,1.0,1,no
194325693,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8500.0,130.0,3,2,2.0,2,yes
194281360,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5000.0,130.0,2,1,3.0,3,no
194337594,2026-05-10,apartment,Cairo,Nasr City,8500.0,200.0,3,1,0.0,Ground,no
192108854,2026-05-10,apartment,Giza,Hadayek Al-Ahram,3000.0,170.0,3,2,0.0,Ground,unknown
194318105,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000.0,160.0,3,2,0.0,Ground,no
194114556,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3000.0,130.0,3,2,2.0,2,no
194232763,2026-05-10,apartment,Cairo,Nasr City,15000.0,280.0,4,2,6.0,6,no
194265773,2026-05-10,apartment,Giza,Sheikh Zayed,18000.0,134.0,3,2,3.0,3,no
194168189,2026-05-10,apartment,Giza,6th Of October,22000.0,266.0,3,3,2.0,2,unknown
194298652,2026-05-10,duplex,Giza,Sheikh Zayed,23000.0,240.0,3,3,2.0,2,no
194298915,2026-05-10,apartment,Giza,Sheikh Zayed,12000.0,70.0,2,1,3.0,3,unknown
194323453,2026-05-10,apartment,Alexandria,Kafr Abdo,11000.0,200.0,2,2,10.0,10,no
194266361,2026-05-10,apartment,Cairo,Rehab City,18000.0,108.0,3,1,2.0,2,yes
194239897,2026-05-10,apartment,Cairo,Rehab City,10000.0,171.0,3,3,2.0,2,no
194168066,2026-05-10,apartment,Cairo,Nasr City,22500.0,250.0,3,3,3.0,3,yes
194315439,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000.0,400.0,4,3,2.0,2,unknown
194305318,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,21000.0,208.0,3,3,3.0,3,no
194234345,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22500.0,210.0,3,3,4.0,4,no
194280827,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000.0,330.0,3,3,3.0,3,yes
194058816,2026-05-10,apartment,Cairo,Madinaty,14000.0,137.0,3,2,3.0,3,yes
193911133,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,30000.0,197.0,3,3,2.0,2,yes
194254521,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,30000.0,133.0,2,2,4.0,4,yes
194236928,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000.0,200.0,3,3,0.0,Ground,unknown
194305108,2026-05-10,apartment,Cairo,Nasr City,4000.0,120.0,3,1,3.0,3,no
194222408,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,11000.0,150.0,3,2,0.0,Ground,yes
194211880,2026-05-10,apartment,Cairo,Heliopolis,35000.0,390.0,4,4,6.0,6,no
194270527,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,45000.0,253.0,4,3,0.0,Ground,yes
194226863,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,17000.0,148.0,2,3,3.0,3,no
194200889,2026-05-10,apartment,Alexandria,Smoha,7000.0,170.0,3,2,3.0,3,no
194302201,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,27000.0,140.0,2,3,2.0,2,yes
194265912,2026-05-10,apartment,Cairo,Rehab City,8500.0,131.0,3,2,3.0,3,no
194280581,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,15000.0,88.0,1,1,2.0,2,unknown
194272217,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000.0,160.0,3,2,2.0,2,unknown
194300652,2026-05-10,apartment,Cairo,Rehab City,18000.0,139.0,3,3,3.0,3,yes
194287865,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000.0,200.0,3,3,2.0,2,unknown
193009315,2026-05-10,apartment,Alexandria,Roushdy,17000.0,280.0,3,3,2.0,2,no
194289187,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000.0,133.0,2,2,1.0,1,no
178912333,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,32000.0,145.0,2,2,2.0,2,yes
194340026,2026-05-10,apartment,Cairo,Madinaty,4700.0,82.0,2,1,2.0,2,no
194339985,2026-05-10,apartment,Cairo,Madinaty,5000.0,107.0,2,1,2.0,2,no
194318788,2026-05-10,apartment,Cairo,Rehab City,15000.0,99.0,2,1,3.0,3,yes
194339877,2026-05-10,apartment,Giza,Sheikh Zayed,6000.0,130.0,3,2,2.0,2,no
194339872,2026-05-10,apartment,Alexandria,Kafr Abdo,8000.0,175.0,3,2,4.0,4,no
194339784,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,21000.0,240.0,3,3,1.0,1,no
194334418,2026-05-10,apartment,Cairo,New Heliopolis,48000.0,82.0,2,1,1.0,1,no
192784654,2026-05-10,apartment,Giza,Dokki,14000.0,85.0,3,1,0.0,Ground,yes
194339630,2026-05-10,apartment,Cairo,Rehab City,15000.0,99.0,2,1,2.0,2,yes
194339624,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000.0,160.0,3,2,2.0,2,yes
194339480,2026-05-10,apartment,Alexandria,Kafr Abdo,7000.0,165.0,3,1,3.0,3,no
194338709,2026-05-10,apartment,Cairo,Nasr City,20000.0,300.0,4,3,1.0,1,no
194336353,2026-05-10,apartment,Cairo,Rehab City,16000.0,90.0,2,1,1.0,1,yes
194315750,2026-05-10,apartment,Red Sea,Hurghada,5000.0,100.0,2,1,3.0,3,yes
194285226,2026-05-10,apartment,Cairo,Madinaty,9500.0,175.0,3,3,6.0,6,no
194284904,2026-05-10,apartment,Cairo,Madinaty,6500.0,135.0,3,2,1.0,1,no
194246867,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,19000.0,165.0,3,3,1.0,1,unknown
193795409,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000.0,208.0,3,3,3.0,3,no
193410162,2026-05-10,apartment,Alexandria,Smoha,13000.0,150.0,3,2,9.0,9,yes
191326963,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,10000.0,350.0,3,3,0.0,Ground,unknown
194339132,2026-05-10,apartment,Cairo,Rehab City,17000.0,90.0,2,1,1.0,1,unknown
194339025,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,28000.0,100.0,1,1,0.0,Ground,yes
194338998,2026-05-10,apartment,Cairo,Rehab City,20000.0,136.0,3,2,1.0,1,yes
194336718,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000.0,165.0,3,2,1.0,1,yes
194325982,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,24000.0,197.0,3,2,1.0,1,yes
194338889,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,34000.0,290.0,3,4,0.0,Ground,no
194338755,2026-05-10,apartment,Cairo,Rehab City,17000.0,90.0,2,1,0.0,Ground,yes
194338713,2026-05-10,apartment,Giza,Sheikh Zayed,5000.0,190.0,3,2,3.0,3,no
194338621,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,30000.0,311.0,3,4,2.0,2,yes
194338464,2026-05-10,apartment,Cairo,Rehab City,17000.0,99.0,2,1,0.0,Ground,yes
194338416,2026-05-10,apartment,Cairo,Madinaty,9000.0,175.0,3,3,6.0,6,no
194338368,2026-05-10,apartment,Cairo,Madinaty,9000.0,175.0,3,3,4.0,4,no
194338362,2026-05-10,apartment,Cairo,Heliopolis,5000.0,130.0,2,1,9.0,9,no
140159170,2026-05-10,apartment,Cairo,Maadi,30000.0,200.0,3,3,3.0,3,yes
194338104,2026-05-10,apartment,Cairo,Madinaty,10500.0,145.0,3,2,5.0,5,no
194338094,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,33000.0,300.0,3,3,0.0,Ground,no
194338050,2026-05-10,apartment,Giza,Sheikh Zayed,40000.0,280.0,3,5,3.0,3,yes
194337870,2026-05-10,studio,Cairo,Rehab City,7000.0,60.0,1,1,0.0,Ground,yes
194337775,2026-05-10,apartment,Cairo,Madinaty,8500.0,149.0,3,3,0.0,Ground,no
194337747,2026-05-10,apartment,Cairo,Nasr City,9000.0,200.0,3,2,4.0,4,yes
193942805,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,40000.0,300.0,4,3,0.0,Ground,no
194337719,2026-05-10,apartment,Giza,Hadayek 6th Of October,4000.0,80.0,2,1,0.0,Ground,no
194327253,2026-05-10,apartment,Cairo,Rehab City,7500.0,131.0,3,2,1.0,1,no
194305630,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,36000.0,289.0,4,4,1.0,1,no
194337179,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000.0,100.0,1,1,0.0,Ground,yes
194337160,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,24000.0,100.0,1,1,0.0,Ground,yes
194337095,2026-05-10,apartment,Cairo,Madinaty,6000.0,116.0,3,2,1.0,1,no
194337065,2026-05-10,apartment,Cairo,Madinaty,7500.0,124.0,3,2,0.0,Ground,unknown
194336966,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,35000.0,210.0,3,3,2.0,2,yes
194336953,2026-05-10,apartment,Cairo,Madinaty,5500.0,96.0,2,2,5.0,5,unknown
194336902,2026-05-10,apartment,Giza,Sheikh Zayed,10000.0,215.0,3,3,1.0,1,no
194336888,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,25000.0,278.0,4,4,0.0,Ground,unknown
194336877,2026-05-10,apartment,Cairo,Madinaty,17000.0,140.0,3,2,3.0,3,yes
194336839,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000.0,160.0,2,3,1.0,1,unknown
194336788,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000.0,139.0,2,2,5.0,5,unknown
194336756,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000.0,146.0,2,2,1.0,1,unknown
194336670,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,23000.0,200.0,3,3,3.0,3,unknown
194336650,2026-05-10,apartment,Cairo,Rehab City,16000.0,99.0,2,1,3.0,3,unknown
194336432,2026-05-10,apartment,Cairo,Nasr City,10000.0,70.0,3,2,6.0,6,yes
194336424,2026-05-10,apartment,Alexandria,Smoha,6000.0,125.0,3,1,3.0,3,unknown
194336056,2026-05-10,apartment,Cairo,Hadayek Helwan,3500.0,130.0,4,2,1.0,1,no
194335552,2026-05-10,room,Cairo,Nasr City,7500.0,130.0,3,1,8.0,8,yes
194335238,2026-05-10,apartment,Cairo,Nasr City,4240.0,132.0,3,2,2.0,2,no
194316175,2026-05-10,apartment,Giza,Faisal,3500.0,170.0,3,2,3.0,3,no
194265400,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,17000.0,138.0,2,2,2.0,2,unknown
194251325,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000.0,139.0,2,2,5.0,5,unknown
193654506,2026-05-10,apartment,Giza,6th Of October,5500.0,185.0,3,1,2.0,2,yes
194336600,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6500.0,102.0,2,1,4.0,4,unknown
194336596,2026-05-10,apartment,Cairo,Madinaty,10000.0,200.0,3,3,3.0,3,no
194336571,2026-05-10,apartment,Giza,Sheikh Zayed,15000.0,220.0,3,2,1.0,1,no
194336563,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,9000.0,220.0,3,3,0.0,Ground,unknown
194336520,2026-05-10,apartment,Cairo,Madinaty,7000.0,140.0,3,2,4.0,4,no
194336511,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,15000.0,90.0,1,1,0.0,Ground,yes
194336464,2026-05-10,apartment,Cairo,Madinaty,15000.0,79.0,2,1,3.0,3,yes
194336441,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500.0,130.0,3,2,1.0,1,yes
194336436,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000.0,165.0,3,2,4.0,4,yes
194336381,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,21000.0,160.0,3,2,2.0,2,yes
192145557,2026-05-10,apartment,Giza,Haram,4000.0,170.0,3,2,3.0,3,unknown
194336338,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,30000.0,200.0,3,3,5.0,5,yes
190735069,2026-05-10,apartment,Cairo,Nasr City,45000.0,360.0,6,3,6.0,6,unknown
194336294,2026-05-10,apartment,Cairo,Madinaty,17999.0,141.0,3,2,4.0,4,yes
194336289,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,16000.0,90.0,1,1,3.0,3,yes
194336258,2026-05-10,apartment,Cairo,Madinaty,5000.0,80.0,2,1,4.0,4,no
194322601,2026-05-10,apartment,Cairo,Rehab City,10000.0,108.0,3,2,0.0,Ground,yes
194336197,2026-05-10,apartment,Giza,Sheikh Zayed,35000.0,200.0,4,3,0.0,Ground,yes
194336188,2026-05-10,apartment,Cairo,Madinaty,7500.0,135.0,3,2,3.0,3,no
194336121,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,24000.0,160.0,3,2,1.0,1,yes
194335992,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000.0,100.0,2,1,0.0,Ground,yes
194335943,2026-05-10,apartment,Cairo,Badr City,4500.0,100.0,3,1,2.0,2,yes
194335936,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,9000.0,136.0,3,2,0.0,Ground,yes
194335919,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,23000.0,100.0,1,1,0.0,Ground,yes
194335835,2026-05-10,apartment,Cairo,Rehab City,12500.0,90.0,2,1,2.0,2,unknown
194335801,2026-05-10,apartment,Cairo,Rehab City,15000.0,157.0,3,2,4.0,4,yes
194335740,2026-05-10,apartment,Cairo,Madinaty,15000.0,265.0,3,3,0.0,Ground,no
194335683,2026-05-10,apartment,Cairo,Rehab City,22000.0,90.0,2,1,2.0,2,yes
194335582,2026-05-10,apartment,Cairo,Nasr City,3650.0,115.0,3,1,6.0,6,no
173208771,2026-05-10,apartment,Giza,Sheikh Zayed,4000.0,71.0,2,1,4.0,4,unknown
194272815,2026-05-10,apartment,Cairo,Rehab City,12000.0,90.0,2,1,3.0,3,yes
194335464,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22000.0,350.0,5,3,1.0,1,yes
194335322,2026-05-10,apartment,Giza,Hadayek Al-Ahram,6500.0,250.0,4,2,0.0,Ground,unknown
194335224,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000.0,220.0,3,2,5.0,5,no
194335173,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000.0,220.0,3,2,5.0,5,no
194335110,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,22000.0,100.0,1,1,0.0,Ground,yes
194335006,2026-05-10,apartment,Cairo,Badr City,4000.0,85.0,2,1,2.0,2,yes
194334882,2026-05-10,apartment,Giza,Hadayek 6th Of October,3000.0,80.0,2,1,0.0,Ground,no
194334753,2026-05-10,apartment,Alexandria,Stanley,10000.0,200.0,3,2,,Highest,unknown
194315455,2026-05-10,apartment,Alexandria,Raml Station,5200.0,135.0,2,1,2.0,2,yes
194315170,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,11000.0,220.0,3,2,5.0,5,no
194312486,2026-05-10,apartment,Giza,Mohandessin,45000.0,230.0,3,3,5.0,5,yes
194300036,2026-05-10,apartment,Cairo,Nasr City,11000.0,180.0,2,2,10.0,10,yes
194299866,2026-05-10,apartment,Cairo,Mokattam,5500.0,200.0,3,2,3.0,3,no
194258539,2026-05-10,apartment,Cairo,Badr City,3000.0,105.0,2,1,2.0,2,no
194062601,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3000.0,130.0,3,2,3.0,3,no
193532988,2026-05-10,apartment,Cairo,Maadi,17000.0,185.0,3,3,4.0,4,no
194334556,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,39999.0,400.0,10,2,1.0,1,no
194334408,2026-05-10,apartment,Cairo,Madinaty,10000.0,200.0,3,3,5.0,5,no
194334184,2026-05-10,apartment,Cairo,Nasr City,12000.0,170.0,3,1,7.0,7,yes
194334099,2026-05-10,apartment,Alexandria,Stanley,15000.0,260.0,3,2,6.0,6,no
194334073,2026-05-10,apartment,Cairo,Madinaty,18000.0,116.0,3,2,5.0,5,yes
194334041,2026-05-10,apartment,Cairo,Madinaty,9000.0,175.0,3,3,6.0,6,unknown
194334012,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,28000.0,300.0,4,4,1.0,1,no
194334008,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,28500.0,300.0,4,4,1.0,1,no
194333753,2026-05-10,apartment,Cairo,Maadi,7000.0,160.0,3,2,9.0,9,yes
194333723,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,30000.0,245.0,3,3,2.0,2,no
194333567,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000.0,220.0,3,3,4.0,4,no
194333487,2026-05-10,penthouse,Cairo,New Cairo - El Tagamoa,23000.0,166.0,2,3,3.0,3,no
191054987,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000.0,138.0,2,2,0.0,Ground,yes
194332068,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,35000.0,380.0,5,5,0.0,Ground,yes
194314661,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000.0,220.0,3,2,2.0,2,unknown
194291479,2026-05-10,apartment,Giza,Mohandessin,15000.0,250.0,4,3,4.0,4,no
194234722,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000.0,155.0,3,2,4.0,4,no
194227952,2026-05-10,apartment,Cairo,Madinaty,11000.0,70.0,2,1,3.0,3,yes
192239101,2026-05-10,apartment,Giza,Faisal,5200.0,140.0,3,2,3.0,3,unknown
194333232,2026-05-10,apartment,Cairo,Heliopolis,7500.0,120.0,2,2,0.0,Ground,no
194333293,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,14000.0,90.0,1,1,3.0,3,yes
194333260,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000.0,146.0,2,2,0.0,Ground,yes
194333225,2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,25000.0,143.0,2,3,1.0,1,yes
194333201,2026-05-10,apartment,Cairo,Rehab City,15000.0,90.0,2,1,2.0,2,yes
194333196,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,23000.0,140.0,2,2,2.0,2,yes
194333115,2026-05-10,apartment,Cairo,Rehab City,12000.0,162.0,3,3,3.0,3,no
194317252,2026-05-10,apartment,Cairo,Maadi,3800.0,135.0,3,2,4.0,4,no
194305875,2026-05-10,apartment,Cairo,Maadi,3000.0,110.0,2,1,2.0,2,no
194332885,2026-05-10,apartment,Alexandria,Shatby,13000.0,147.0,3,2,8.0,8,no
194332818,2026-05-10,apartment,Cairo,Hadayek Al-Kobba,5000.0,160.0,2,2,6.0,6,unknown
194332571,2026-05-10,apartment,Cairo,Madinaty,5000.0,79.0,2,1,4.0,4,no
194332521,2026-05-10,apartment,Cairo,Madinaty,5500.0,96.0,2,2,1.0,1,no
194332464,2026-05-10,apartment,Giza,Sheikh Zayed,15000.0,250.0,3,3,2.0,2,no
194246934,2026-05-10,apartment,Cairo,Heliopolis,19500.0,150.0,3,2,8.0,8,unknown
194235050,2026-05-10,apartment,Cairo,Rehab City,6750.0,99.0,2,1,1.0,1,no
194081243,2026-05-10,apartment,Cairo,Heliopolis,7500.0,100.0,2,1,9.0,9,unknown
194001899,2026-05-10,apartment,Cairo,Shorouk City,4000.0,165.0,3,2,2.0,2,no
192491460,2026-05-10,apartment,Giza,Sheikh Zayed,14500.0,145.0,3,2,2.0,2,yes
194332179,2026-05-10,apartment,Giza,Hadayek Al-Ahram,3300.0,118.0,3,1,2.0,2,unknown
194332010,2026-05-10,studio,Giza,6th Of October,9000.0,80.0,1,1,2.0,2,yes
194331929,2026-05-10,apartment,Giza,6th Of October,9500.0,240.0,3,3,3.0,3,no
194331902,2026-05-10,apartment,Cairo,Madinaty,9000.0,175.0,3,3,3.0,3,no
172516917,2026-05-10,apartment,Cairo,Mokattam,12000.0,185.0,3,3,1.0,1,yes
194330783,2026-05-10,apartment,Giza,Sheikh Zayed,7500.0,70.0,2,1,2.0,2,yes
194330013,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5000.0,60.0,2,1,,Highest,yes
194280492,2026-05-10,apartment,Cairo,Nasr City,4000.0,120.0,3,1,4.0,4,unknown
192166214,2026-05-10,apartment,Alexandria,Smoha,10000.0,140.0,3,1,10.0,10+,yes
194330446,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8500.0,200.0,3,3,1.0,1,no
192556991,2026-05-10,apartment,Cairo,Badr City,5500.0,110.0,3,1,3.0,3,yes
194330049,2026-05-10,apartment,Cairo,Madinaty,6200.0,116.0,3,2,1.0,1,no
193908231,2026-05-10,apartment,Giza,Mohandessin,25000.0,270.0,3,3,9.0,9,yes
194330014,2026-05-10,apartment,Cairo,Sheraton,20000.0,350.0,4,4,6.0,6,no
194297053,2026-05-10,apartment,Giza,Mohandessin,18000.0,190.0,3,2,10.0,10,yes
194297030,2026-05-10,apartment,Cairo,Maadi,14000.0,215.0,3,3,2.0,2,no
194329844,2026-05-10,studio,Giza,6th Of October,16000.0,100.0,1,1,3.0,3,yes
194329822,2026-05-10,apartment,Giza,6th Of October,26000.0,196.0,2,3,2.0,2,no
194329767,2026-05-10,apartment,Cairo,Madinaty,5000.0,92.0,2,1,2.0,2,unknown
193104657,2026-05-10,apartment,Cairo,Zahraa Al Maadi,11000.0,200.0,3,3,6.0,6,no
194329618,2026-05-10,apartment,Giza,Mohandessin,230000.0,220.0,5,2,7.0,7,unknown
194329479,2026-05-10,apartment,Cairo,Nasr City,5500.0,120.0,3,1,3.0,3,yes
194329014,2026-05-10,apartment,Cairo,Nasr City,30000.0,270.0,3,3,6.0,6,unknown
194328994,2026-05-10,apartment,Giza,Sheikh Zayed,15000.0,160.0,3,2,1.0,1,no
194328937,2026-05-10,apartment,Cairo,Nasr City,22000.0,280.0,3,2,6.0,6,unknown
194328805,2026-05-10,apartment,Giza,6th Of October,8000.0,135.0,2,2,4.0,4,yes
194328782,2026-05-10,apartment,Cairo,Nasr City,35000.0,250.0,3,3,10.0,10,unknown
194328653,2026-05-10,apartment,Cairo,Rehab City,9500.0,180.0,3,3,4.0,4,no
194328646,2026-05-10,apartment,Giza,Sheikh Zayed,28000.0,160.0,3,3,2.0,2,yes
194328601,2026-05-10,studio,Cairo,Rehab City,12000.0,60.0,1,1,0.0,Ground,yes
194328596,2026-05-10,apartment,Giza,Sheikh Zayed,33000.0,198.0,3,3,2.0,2,yes
194328282,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,27000.0,146.0,2,2,2.0,2,yes
194328281,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22500.0,210.0,3,3,4.0,4,no
194328131,2026-05-10,studio,Cairo,Madinaty,10000.0,50.0,1,1,0.0,Ground,yes
194327993,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,24500.0,240.0,4,4,4.0,4,no
194327432,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,24000.0,240.0,4,4,2.0,2,no
194327968,2026-05-10,apartment,Cairo,Rehab City,21000.0,300.0,5,3,1.0,1,no
194327945,2026-05-10,apartment,Cairo,Nasr City,7000.0,110.0,2,1,9.0,9,no
194327878,2026-05-10,apartment,Cairo,Rehab City,9000.0,119.0,3,3,0.0,Ground,no
194327763,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000.0,150.0,2,2,2.0,2,yes
194327717,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000.0,150.0,2,2,0.0,Ground,no
194327663,2026-05-10,apartment,Cairo,Madinaty,6000.0,116.0,3,2,5.0,5,no
194327676,2026-05-10,apartment,Cairo,Rehab City,8500.0,122.0,3,2,0.0,Ground,no
194326976,2026-05-10,apartment,Cairo,Madinaty,5500.0,135.0,3,2,0.0,Ground,no
194326935,2026-05-10,apartment,Giza,Haram,4000.0,218.0,3,1,3.0,3,no
194294954,2026-05-10,apartment,Giza,6th Of October,4000.0,140.0,3,3,3.0,3,no
194216694,2026-05-10,apartment,Cairo,Rehab City,9800.0,109.0,2,1,3.0,3,yes
194109314,2026-05-10,apartment,Cairo,Sheraton,9500.0,170.0,3,2,2.0,2,no
193684683,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,19000.0,216.0,3,3,2.0,2,unknown
194327647,2026-05-10,apartment,Alexandria,Sidi Beshr,3000.0,90.0,2,1,10.0,10+,yes
194327641,2026-05-10,apartment,Cairo,Maadi,70000.0,220.0,3,3,4.0,4,yes
194327629,2026-05-10,apartment,Cairo,Madinaty,5500.0,116.0,3,2,0.0,Ground,no
194327578,2026-05-10,apartment,Cairo,Madinaty,8500.0,103.0,3,2,4.0,4,yes
194327557,2026-05-10,apartment,Cairo,Rehab City,10000.0,119.0,3,3,2.0,2,yes
194327518,2026-05-10,apartment,Cairo,Madinaty,8500.0,103.0,3,2,4.0,4,yes
194327493,2026-05-10,apartment,Cairo,Maadi,17000.0,175.0,2,1,0.0,Ground,no
194327367,2026-05-10,apartment,Cairo,Madinaty,9000.0,143.0,3,1,6.0,6,yes
194327300,2026-05-10,apartment,Damietta,New Damietta,3000.0,145.0,3,2,4.0,4,no
194327122,2026-05-10,apartment,Cairo,Madinaty,6000.0,131.0,3,2,1.0,1,no
194327104,2026-05-10,apartment,Alexandria,Mandara,5000.0,125.0,3,1,6.0,6,yes
194327031,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,12000.0,85.0,1,2,0.0,Ground,yes
194169743,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,18000.0,200.0,3,3,2.0,2,unknown
194310376,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,28000.0,146.0,2,2,0.0,Ground,yes
194293466,2026-05-10,apartment,Cairo,Madinaty,8000.0,165.0,3,3,2.0,2,no
194094873,2026-05-10,apartment,Cairo,Obour City,3500.0,155.0,2,2,3.0,3,no
193641695,2026-05-10,apartment,Giza,Faisal,10500.0,160.0,3,2,8.0,8,yes
188104738,2026-05-10,apartment,Giza,Faisal,12000.0,180.0,3,2,10.0,10+,yes
194326821,2026-05-10,apartment,Giza,Mohandessin,10000.0,210.0,4,3,1.0,1,no
194326842,2026-05-10,apartment,Damietta,New Damietta,25000.0,110.0,3,1,5.0,5,unknown
194326800,2026-05-10,apartment,Cairo,Helmeyat El Zaytoun,5000.0,150.0,3,1,1.0,1,no
194326610,2026-05-10,apartment,Cairo,Nasr City,12000.0,250.0,3,3,8.0,8,no
194319668,2026-05-10,studio,Cairo,New Cairo - El Tagamoa,12000.0,80.0,1,1,0.0,Ground,unknown
194326431,2026-05-10,apartment,Cairo,Rehab City,6500.0,123.0,3,2,4.0,4,no
191578150,2026-05-10,apartment,Cairo,Maadi,45000.0,250.0,4,3,0.0,Ground,unknown
194326310,2026-05-10,duplex,Giza,Hadayek Al-Ahram,9000.0,400.0,4,3,0.0,Ground,no
194308963,2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000.0,250.0,3,3,3.0,3,unknown
194293956,2026-05-10,apartment,Cairo,Heliopolis,7500.0,90.0,2,1,9.0,9,unknown
193733908,2026-05-10,apartment,Alexandria,Gianaclis,5000.0,130.0,3,1,9.0,9,no
193155732,2026-05-10,apartment,Cairo,Heliopolis,13000.0,200.0,3,2,2.0,2,yes
193155524,2026-05-10,apartment,Giza,Hadayek Al-Ahram,8500.0,175.0,3,2,3.0,3,yes
