scraped_date,type,city,region,price,area,bedrooms,bathrooms,floor_numeric,floor_label,furnished
2026-05-10,apartment,Cairo,Nasr City,8000,150,3,2,8.0,8,no
2026-05-10,apartment,Cairo,Shorouk City,4250,140,3,3,4.0,4,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,24000,197,4,4,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000,140,3,2,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,255,3,3,3.0,3,no
2026-05-10,apartment,Cairo,Nasr City,20000,220,4,3,8.0,8,no
2026-05-10,apartment,Cairo,Rehab City,18000,162,3,2,4.0,4,yes
2026-05-10,apartment,Cairo,Madinaty,30000,200,3,3,4.0,4,yes
2026-05-10,apartment,Giza,Sheikh Zayed,30000,257,2,3,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,140,2,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,214,3,4,4.0,4,no
2026-05-10,penthouse,Cairo,New Cairo - El Tagamoa,23000,166,2,3,4.0,4,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,14000,300,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22000,207,3,3,2.0,2,no
2026-05-10,apartment,Giza,West Somid,7500,170,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,15000,325,3,4,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,133,2,2,2.0,2,no
2026-05-10,apartment,Giza,Mohandessin,17000,270,3,3,4.0,4,no
2026-05-10,apartment,Giza,Sheikh Zayed,26000,201,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,127,2,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,12000,90,2,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,Nasr City,6500,190,3,2,5.0,5,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,150,2,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6000,100,1,1,2.0,2,yes
2026-05-10,apartment,Alexandria,Gianaclis,3000,105,2,1,2.0,2,no
2026-05-10,apartment,Cairo,Nasr City,10500,170,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Madinaty,3750,57,1,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,122,2,2,0.0,Ground,yes
2026-05-10,studio,Cairo,Madinaty,4500,59,1,1,0.0,Ground,yes
2026-05-10,apartment,Giza,Dokki,15000,250,3,3,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,150,2,1,0.0,Ground,no
2026-05-10,apartment,Alexandria,Saba Pasha,7000,100,2,1,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,400,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,185,3,3,4.0,4,no
2026-05-10,apartment,Cairo,Nasr City,35000,350,4,3,4.0,4,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5500,200,3,2,3.0,3,no
2026-05-10,apartment,Cairo,Shorouk City,6500,200,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6000,200,3,2,3.0,3,yes
2026-05-10,apartment,Giza,Faisal,8500,180,3,2,10.0,10+,yes
2026-05-10,apartment,Cairo,Rehab City,18000,131,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Madinaty,6000,96,2,2,1.0,1,no
2026-05-10,apartment,Cairo,Madinaty,7000,116,3,2,4.0,4,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,122,2,2,2.0,2,no
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,15500,90,1,1,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,141,2,2,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,4200,135,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Nasr City,7000,130,2,1,4.0,4,yes
2026-05-10,apartment,Cairo,Madinaty,9000,96,2,2,1.0,1,yes
2026-05-10,apartment,Giza,Sheikh Zayed,12000,154,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,207,3,4,1.0,1,no
2026-05-10,apartment,Cairo,Nasr City,3800,120,3,1,1.0,1,no
2026-05-10,apartment,Cairo,Rehab City,10500,108,3,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3700,115,3,1,0.0,Ground,no
2026-05-10,apartment,Cairo,Nasr City,10000,270,5,2,1.0,1,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,20000,300,3,3,4.0,4,no
2026-05-10,apartment,Cairo,Nasr City,4000,140,2,2,10.0,10,yes
2026-05-10,apartment,Cairo,Rehab City,9000,90,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,Rehab City,13000,248,4,4,5.0,5,no
2026-05-10,apartment,Cairo,Zahraa Al Maadi,5500,130,2,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,13000,220,2,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,9500,60,1,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,23000,300,3,3,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6200,70,2,1,4.0,4,yes
2026-05-10,apartment,Cairo,Rehab City,11000,157,3,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,30000,250,3,3,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,27000,275,4,3,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,300,5,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6500,100,2,1,2.0,2,yes
2026-05-10,apartment,Giza,Faisal,5000,140,3,1,6.0,6,yes
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,15500,88,1,1,2.0,2,yes
2026-05-10,apartment,Giza,Sheikh Zayed,12000,156,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,320,4,2,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,20000,96,2,2,2.0,2,yes
2026-05-10,duplex,Giza,Sheikh Zayed,18000,234,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,10000,113,2,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,Madinaty,10500,82,2,1,5.0,5,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,9500,200,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,5500,103,3,2,4.0,4,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,27500,190,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,19000,220,3,1,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500,200,3,2,,Highest,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,220,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Nasr City,3700,120,2,1,10.0,10,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000,265,3,3,4.0,4,no
2026-05-10,apartment,Giza,Sheikh Zayed,5500,185,3,2,3.0,3,no
2026-05-10,apartment,Cairo,New Nozha,6700,250,3,2,3.0,3,yes
2026-05-10,apartment,Giza,Sheikh Zayed,14000,112,3,2,0.0,Ground,yes
2026-05-10,apartment,Giza,Sheikh Zayed,10000,200,5,1,3.0,3,no
2026-05-10,studio,Giza,Sheikh Zayed,6000,60,1,1,4.0,4,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,35000,135,2,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,Rehab City,19900,130,3,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,Madinaty,4700,56,1,1,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,250,3,2,3.0,3,no
2026-05-10,apartment,Cairo,Rehab City,13000,89,2,2,2.0,2,yes
2026-05-10,apartment,Cairo,Nasr City,7000,120,2,1,4.0,4,yes
2026-05-10,apartment,Giza,Dokki,35000,180,3,2,3.0,3,yes
2026-05-10,apartment,Giza,Sheikh Zayed,12000,70,2,1,0.0,Ground,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,23000,250,5,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,23000,306,4,3,1.0,1,no
2026-05-10,apartment,Giza,Mohandessin,35000,200,3,3,7.0,7,yes
2026-05-10,apartment,Giza,Mohandessin,20000,175,2,2,9.0,9,yes
2026-05-10,apartment,Cairo,Madinaty,8000,140,3,2,5.0,5,no
2026-05-10,apartment,Giza,Mohandessin,25000,200,2,2,4.0,4,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3000,140,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5500,100,2,1,0.0,Ground,yes
2026-05-10,apartment,Giza,Sheikh Zayed,6700,70,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,Madinaty,9000,89,2,2,3.0,3,no
2026-05-10,apartment,Cairo,Nasr City,10000,90,2,1,10.0,10+,yes
2026-05-10,apartment,Cairo,Nasr City,9000,220,3,3,5.0,5,no
2026-05-10,apartment,Cairo,Nasr City,4300,100,3,1,6.0,6,yes
2026-05-10,apartment,Cairo,Rehab City,7000,90,2,1,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,15000,140,3,3,1.0,1,yes
2026-05-10,apartment,Giza,Haram,3500,75,2,1,3.0,3,yes
2026-05-10,apartment,Giza,Sheikh Zayed,19000,125,2,3,0.0,Ground,no
2026-05-10,duplex,Cairo,Shorouk City,7000,250,3,3,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,14000,200,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,4500,70,2,1,3.0,3,no
2026-05-10,apartment,Giza,Mohandessin,16000,250,3,3,10.0,10,no
2026-05-10,apartment,Cairo,Rehab City,7000,120,2,2,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,5000,75,2,1,2.0,2,no
2026-05-10,studio,Giza,Dokki,6000,60,1,1,5.0,5,yes
2026-05-10,apartment,Cairo,Madinaty,5000,78,2,1,1.0,1,no
2026-05-10,studio,Giza,Sheikh Zayed,12000,100,2,1,,Highest,yes
2026-05-10,apartment,Cairo,Mostakbal City,11000,190,3,2,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,80,1,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,Madinaty,5500,90,2,1,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,17000,370,3,3,2.0,2,yes
2026-05-10,apartment,Cairo,Rehab City,15000,131,3,2,3.0,3,yes
2026-05-10,studio,Cairo,Madinaty,8000,59,1,1,0.0,Ground,no
2026-05-10,duplex,Cairo,Mostakbal City,12000,300,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,8500,89,2,2,3.0,3,yes
2026-05-10,apartment,Cairo,Madinaty,13000,116,3,2,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3500,140,3,3,1.0,1,no
2026-05-10,apartment,Cairo,Rehab City,20000,108,3,2,2.0,2,yes
2026-05-10,apartment,Cairo,Madinaty,12000,103,3,2,0.0,Ground,yes
2026-05-10,apartment,Alexandria,San Stefano,13000,235,3,3,3.0,3,no
2026-05-10,apartment,Giza,Sheikh Zayed,18000,257,3,3,3.0,3,no
2026-05-10,apartment,Giza,Mohandessin,5000,120,2,1,4.0,4,yes
2026-05-10,apartment,Cairo,Mostakbal City,20000,240,4,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,20000,320,3,4,6.0,6,no
2026-05-10,apartment,Cairo,Rehab City,12000,196,3,3,5.0,5,no
2026-05-10,duplex,Cairo,Mostakbal City,16000,400,4,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Nasr City,3700,120,3,1,6.0,6,no
2026-05-10,apartment,Cairo,Mostakbal City,14000,250,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,8500,175,3,3,1.0,1,no
2026-05-10,apartment,Cairo,Mostakbal City,9000,165,3,2,0.0,Ground,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,12000,300,5,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Mostakbal City,12000,220,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Nasr City,4000,100,2,1,6.0,6,no
2026-05-10,apartment,Cairo,Madinaty,20000,132,2,2,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,6500,133,3,2,1.0,1,no
2026-05-10,apartment,Giza,Sheikh Zayed,15000,170,2,3,1.0,1,yes
2026-05-10,duplex,Giza,Sheikh Zayed,32000,234,2,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,6500,78,2,1,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,10000,135,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Madinaty,8000,165,3,3,3.0,3,no
2026-05-10,apartment,Cairo,Heliopolis,7000,120,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6000,190,2,2,2.0,2,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,12000,400,4,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,13000,265,4,4,3.0,3,no
2026-05-10,apartment,Cairo,Madinaty,5500,70,2,1,0.0,Ground,no
2026-05-10,apartment,Alexandria,Sidi Beshr,4500,105,2,1,5.0,5,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,22000,213,3,4,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,133,2,2,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,23000,168,3,2,1.0,1,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,11000,370,4,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,9500,180,3,2,6.0,6,no
2026-05-10,apartment,Cairo,Nasr City,5000,86,2,1,2.0,2,yes
2026-05-10,apartment,Giza,Sheikh Zayed,10000,137,2,2,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,13000,137,2,2,1.0,1,no
2026-05-10,apartment,Alexandria,Camp Caesar,12000,120,3,1,3.0,3,yes
2026-05-10,apartment,Alexandria,Sidi Beshr,3500,85,2,1,7.0,7,yes
2026-05-10,apartment,Cairo,Rehab City,15000,120,2,2,1.0,1,yes
2026-05-10,apartment,Giza,Sheikh Zayed,16000,125,2,3,1.0,1,no
2026-05-10,apartment,Cairo,Nasr City,13000,120,3,1,9.0,9,yes
2026-05-10,apartment,Cairo,Madinaty,5200,89,2,2,2.0,2,no
2026-05-10,apartment,Giza,Dokki,14000,250,4,2,3.0,3,no
2026-05-10,apartment,Cairo,Madinaty,13000,96,2,1,2.0,2,yes
2026-05-10,apartment,Giza,Sheikh Zayed,12000,109,3,2,2.0,2,no
2026-05-10,apartment,Giza,Dokki,13000,200,3,2,4.0,4,no
2026-05-10,apartment,Giza,Sheikh Zayed,15000,230,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Shorouk City,5000,95,2,1,3.0,3,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,9000,250,4,3,0.0,Ground,no
2026-05-10,duplex,Alexandria,Miami,3500,110,3,1,,Highest,yes
2026-05-10,apartment,Cairo,Rehab City,9000,123,3,2,1.0,1,no
2026-05-10,apartment,Cairo,Madinaty,11000,250,3,3,3.0,3,no
2026-05-10,apartment,Cairo,Downtown Cairo,10000,165,3,2,6.0,6,no
2026-05-10,apartment,Cairo,Nasr City,6000,190,3,1,3.0,3,no
2026-05-10,apartment,Cairo,Madinaty,20000,175,3,3,0.0,Ground,yes
2026-05-10,apartment,Giza,Dokki,45000,250,3,3,7.0,7,no
2026-05-10,apartment,Giza,Sheikh Zayed,8000,195,3,2,0.0,Ground,no
2026-05-10,apartment,Giza,Sheikh Zayed,3500,130,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,8000,82,2,1,2.0,2,yes
2026-05-10,penthouse,Cairo,New Cairo - El Tagamoa,7000,200,3,3,3.0,3,no
2026-05-10,apartment,Giza,Dokki,8000,150,2,1,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,18000,124,3,2,0.0,Ground,yes
2026-05-10,apartment,Giza,Sheikh Zayed,12000,180,2,2,1.0,1,no
2026-05-10,apartment,Giza,Sheikh Zayed,20000,216,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,5500,160,3,2,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7500,220,4,3,1.0,1,no
2026-05-10,apartment,Giza,Sheikh Zayed,10000,250,4,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5000,220,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Downtown Cairo,3000,70,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,Downtown Cairo,4000,80,3,1,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6000,200,3,2,3.0,3,no
2026-05-10,apartment,Cairo,Downtown Cairo,10000,160,3,2,4.0,4,no
2026-05-10,apartment,Cairo,Madinaty,5500,103,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Downtown Cairo,8000,150,4,2,6.0,6,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3800,86,2,1,3.0,3,no
2026-05-10,apartment,Cairo,Nasr City,12000,250,3,2,7.0,7,yes
2026-05-10,apartment,Alexandria,Sidi Beshr,7000,140,3,1,8.0,8,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,18500,144,2,2,3.0,3,no
2026-05-10,apartment,Giza,Sheikh Zayed,17000,245,3,4,0.0,Ground,no
2026-05-10,apartment,Giza,Sheikh Zayed,14000,179,3,3,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,14000,230,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3500,70,2,1,1.0,1,no
2026-05-10,studio,Cairo,Rehab City,10000,60,1,2,0.0,Ground,yes
2026-05-10,apartment,Giza,Sheikh Zayed,17000,175,2,3,0.0,Ground,no
2026-05-10,penthouse,Cairo,New Cairo - El Tagamoa,30000,200,3,3,3.0,3,yes
2026-05-10,apartment,Cairo,Heliopolis,8000,140,2,2,4.0,4,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,180,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,15000,300,4,4,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,9250,136,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000,150,3,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,27000,260,4,3,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,7000,120,2,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3600,140,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Heliopolis,7500,175,2,2,4.0,4,no
2026-05-10,apartment,Cairo,Rehab City,11000,182,3,3,1.0,1,no
2026-05-10,apartment,Cairo,Madinaty,9500,158,3,3,0.0,Ground,no
2026-05-10,apartment,Giza,Sheikh Zayed,11000,220,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Nozha,7000,90,2,1,5.0,5,yes
2026-05-10,apartment,Cairo,Zahraa Al Maadi,13000,130,2,2,5.0,5,yes
2026-05-10,apartment,Cairo,Madinaty,10000,89,2,2,2.0,2,yes
2026-05-10,apartment,Cairo,Sheraton,13000,150,2,2,1.0,1,yes
2026-05-10,apartment,Alexandria,Nakheel,150000,60,1,1,6.0,6,no
2026-05-10,apartment,Giza,Dokki,15000,215,3,3,,Highest,yes
2026-05-10,apartment,Giza,Sheikh Zayed,12000,320,4,4,0.0,Ground,no
2026-05-10,apartment,Giza,Sheikh Zayed,11000,170,3,2,2.0,2,yes
2026-05-10,apartment,Alexandria,Azarita,15000,120,3,1,10.0,10,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,23000,143,2,3,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,5000,70,2,1,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,134,2,2,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,16000,127,2,3,1.0,1,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,19000,150,2,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,Nasr City,5800,190,3,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,3500,70,2,1,0.0,Ground,yes
2026-05-10,apartment,Giza,Faisal,3500,200,3,3,7.0,7,no
2026-05-10,apartment,Cairo,Nasr City,7500,220,3,3,3.0,3,no
2026-05-10,apartment,Cairo,Helmeyat El Zaytoun,3000,90,2,1,2.0,2,no
2026-05-10,apartment,Cairo,Obour City,4000,175,3,2,1.0,1,no
2026-05-10,apartment,Cairo,Helmeyat El Zaytoun,5000,175,4,1,8.0,8,no
2026-05-10,apartment,Giza,Mohandessin,8000,150,2,2,10.0,10,no
2026-05-10,apartment,Cairo,Nasr City,25000,200,3,3,3.0,3,yes
2026-05-10,apartment,Cairo,Nasr City,18000,140,2,2,7.0,7,yes
2026-05-10,apartment,Cairo,Nasr City,4500,130,3,1,2.0,2,yes
2026-05-10,apartment,Cairo,Madinaty,5500,116,3,2,1.0,1,no
2026-05-10,apartment,Cairo,Rehab City,9000,162,3,3,4.0,4,no
2026-05-10,apartment,Cairo,Nasr City,8500,140,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,200,3,2,1.0,1,no
2026-05-10,apartment,Cairo,Madinaty,5000,96,2,2,2.0,2,no
2026-05-10,apartment,Giza,Sheikh Zayed,8000,122,3,2,1.0,1,no
2026-05-10,apartment,Cairo,Madinaty,6000,124,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Heliopolis,4500,100,2,1,4.0,4,no
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,17500,90,1,1,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,17000,250,3,3,0.0,Ground,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,30000,200,3,3,5.0,5,no
2026-05-10,apartment,Cairo,Madinaty,6400,116,3,2,4.0,4,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,275,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,200000,168,3,2,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,25000,213,3,4,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,11000,150,3,3,3.0,3,yes
2026-05-10,apartment,Giza,Sheikh Zayed,7000,70,2,1,4.0,4,yes
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,4500,90,1,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,Shubra,15000,175,2,2,10.0,10,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,25000,350,3,3,0.0,Ground,yes
2026-05-10,apartment,Cairo,Shorouk City,3000,70,2,1,4.0,4,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,180,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Rehab City,5500,108,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,13000,161,3,3,4.0,4,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,4000,115,3,1,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,100,2,1,2.0,2,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,350,4,3,2.0,2,yes
2026-05-10,duplex,Giza,Sheikh Zayed,18000,370,4,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Rehab City,15000,95,2,1,0.0,Ground,yes
2026-05-10,apartment,Giza,Sheikh Zayed,35000,230,3,3,0.0,Ground,no
2026-05-10,apartment,Giza,Ard El Lewa,4500,90,2,1,6.0,6,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6000,155,3,2,1.0,1,no
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,18000,280,4,3,0.0,Ground,no
2026-05-10,apartment,Alexandria,Sidi Gaber,6000,180,2,1,2.0,2,no
2026-05-10,studio,Cairo,New Cairo - El Tagamoa,8000,90,1,1,3.0,3,yes
2026-05-10,apartment,Cairo,Madinaty,14000,89,2,2,3.0,3,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,17000,127,2,3,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,9200,82,2,1,3.0,3,yes
2026-05-10,apartment,Giza,Sheikh Zayed,11500,150,3,2,2.0,2,no
2026-05-10,studio,Cairo,Downtown Cairo,4500,60,1,1,9.0,9,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,32000,360,3,2,0.0,Ground,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,17000,230,3,2,2.0,2,no
2026-05-10,apartment,Cairo,Rehab City,13000,90,2,1,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,7000,220,3,3,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,6500,145,3,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Heliopolis,5500,160,3,2,3.0,3,no
2026-05-10,apartment,Alexandria,Saba Pasha,4000,125,2,1,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,8000,82,2,1,3.0,3,yes
2026-05-10,apartment,Cairo,Rehab City,14000,197,3,3,0.0,Ground,no
2026-05-10,apartment,Giza,Sheikh Zayed,200000,210,3,2,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,20000,200,4,2,0.0,Ground,no
2026-05-10,apartment,Cairo,Madinaty,6000,94,2,1,0.0,Ground,no
2026-05-10,apartment,Cairo,Nasr City,10000,180,4,1,0.0,Ground,no
2026-05-10,apartment,Giza,Sheikh Zayed,20000,209,3,3,2.0,2,no
2026-05-10,apartment,Cairo,Madinaty,7500,90,2,1,0.0,Ground,no
2026-05-10,apartment,Giza,Sheikh Zayed,10000,70,2,1,5.0,5,yes
2026-05-10,duplex,Cairo,New Cairo - El Tagamoa,20000,300,3,3,0.0,Ground,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,12000,105,3,1,2.0,2,yes
2026-05-10,apartment,Cairo,Rehab City,9000,108,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Rehab City,13500,250,3,3,5.0,5,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,18500,150,3,2,1.0,1,yes
2026-05-10,apartment,Cairo,Nasr City,21000,250,4,3,1.0,1,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,8000,117,3,1,2.0,2,yes
2026-05-10,apartment,Cairo,Rehab City,18000,122,3,2,0.0,Ground,yes
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,180,3,3,2.0,2,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,14000,180,3,2,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,15000,220,3,2,3.0,3,no
2026-05-10,apartment,Cairo,New Cairo - El Tagamoa,10000,250,3,3,4.0,4,no
